All,Alle
"Last 24 Hours","Sidste 24 timer"
"Last 7 Days","Sidste 7 dage"
"Current Month","Indeværende måned"
YTD,ÅTD
2YTD,2ÅTD
Order,Bestil
"Order #%1","Ordre #%1"
"Sorry, you need permissions to view this content.","Du har ikke tilladelse til at se dette indhold."
"Next steps","Næste trin"
"If you think this is an error, try signing out and signing in again.","Hvis du tror, det er en fejl, prøv at logge ud og logge på igen."
"Contact a system administrator or store owner to gain permissions.","Kontakte en systemadministrator eller webside ejer for at få tilladelse."
"previous page","forrige side"
"Welcome, please sign in","Velkommen, log venligst ind"
Username,Brugernavn
"user name","bruger navn"
Password,Kodeord
password,adgandskode
"Sign in","Log ind"
"No Data Found","Der er ingen data"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Diagram er slået fra. For at aktivere diagrammet <a href=""%1"">here</a>."
"Select Range:","Vælg interval:"
"Last Orders","Seneste Ordrer"
"Last Search Terms","Seneste søgeord"
"Top Search Terms","Top søgninger"
"There are no search keywords.","Der er ingen søge nøgleord."
"View Statistics For:","Se statistikker for:"
"All Websites","Alle Websites"
"Reload Data","Genopload Data"
"Browse Files...","Gennemse filer..."
"Magento Admin Panel","Magento Administrator Panel"
"Account Setting","Konto Indstillinger"
"Customer View","Kunde visning"
"Sign Out","Log ud"
"About the calendar","Om kalenderen"
"Go Today","Gør det idag"
Previous,Tilbage
Next,Videre
Time,Tid
Hour,Time
Minute,Minut
"JavaScript may be disabled in your browser.","JavaScript kan være slået fra i din browser."
"To use this website you must first enable JavaScript in your browser.","For at bruge denne hjemmeside skal du først aktivere JavaScript i din browser."
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Dette er kun en demo butik. Du kan gennemse og placere ordrer, men intet vil blive behandlet."
"Report an Issue","Rapporter et problem"
"Stores Configuration",Butikskonfiguration
"Please confirm scope switching. All data that hasn't been saved will be lost.","Bekræft venligst skift af scope. Alt data der ikke er blevet gemt vil gå tabt."
"Additional Cache Management","Yderligere Cache Management"
"Flush Catalog Images Cache","Flush billedkatalogets Cache"
"Pregenerated product images files","Forhåndsgenererede produktbilledfiler"
"Themes JavaScript and CSS files combined to one file","Tema JavaScript og CSS-filer kombineret i én fil"
"Flush Static Files Cache","Flush statiske filer Cache"
"Preprocessed view files and static files","Forhåndsbehandlede visning af filer og statiske filer"
Catalog,Katalog
"No records found.","Ingen poster fundet."
Images,Billeder
"Big Image","Stort billede"
Thumbnail,Miniaturebillede
"Additional Settings","Yderligere indstillinger"
"records found","poster fundet"
selected,valgt
"per page","pr. side"
"Previous page","Forrige side"
"of %1","af %1"
"Next page","Næste side"
"Export to:","Eksportér til:"
"Mass Actions","Masse handlinger"
"Unselect All","Fravælg alle"
"Select Visible","Vælg synlige"
"Unselect Visible","Fravælg synlige"
"Changes have been made to this section that have not been saved.","Der er foretaget ændringer til dette afsnit, der ikke er gemt."
"This tab contains invalid data. Please resolve this before saving.","Denne fane indeholder ugyldige data. ret venligst før du gemmer."
"The information in this tab has been changed.","Oplysningerne i denne fane er blevet ændret."
Loading...,Indlæser...
"User Agent Rules","Bruger Agent Regler"
"We could not detect a size.","Vi kunne ikke finde en størrelse."
"Allow everything","Tillad alt"
"Global Search","Global søgning"
Marketing,Markedsføring
"SEO & Search","SEO & søgning"
"User Content",Bruger-indhold
Content,Indhold
Elements,Elementer
Schedule,Tidsplan
Settings,Indstillinger
Attributes,Attributter
"Other Settings","Andre indstillinger"
"Data Transfer","Data overførsel"
"Package Extensions","Pakke tilføjelser"
Tools,Værktøjer
Currency,Valuta
Communications,Kommunikation
Services,Tjenester
Advanced,Avanceret
"Disable Modules Output","Slå Modul Output fra"
"Store Email Addresses","Butiks e-mailadresser"
"Custom Email 1","Brugedefineret E-mail 1"
"Sender Email","Afsender Email"
"Sender Name",Afsendernavn
"Custom Email 2","Brugerdefineret E-mail 2"
"General Contact","Hoved kontakt"
"Sales Representative",Sælger
"Customer Support",Kundeservice
Developer,Udvikler
"Template Settings",Skabelonindstillinger
"Allow Symlinks","Tillad Symlinks"
"Minification is not applied in developer mode.","Minimering er ikke mulig i udviklingstilstand."
"Translate Inline","Oversæt internt"
"Enabled for Storefront","Aktiveret for butiksforsiden"
"Enabled for Admin","Aktiveret for Administrator"
"Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations.","Oversæt, blokke og andre output caches bør være slået fra for både Butiksforside og Administrator interne oversættelser."
"JavaScript Settings","JavaScript indstillinger"
"Merge JavaScript Files","Sammenlæg JavaScript Filer"
"Enable JavaScript Bundling","Aktiver bundt JavaScript"
"Minify JavaScript Files","Minimer JavaScript Filer"
"CSS Settings","CSS indstillinger"
"Merge CSS Files","Sammenkæd CSS Filer"
"Minify CSS Files","Minimer CSS Filer"
"Image Processing Settings","Billede genererings Indstillinger"
"Static Files Settings","Statiske Fil Indstillinger"
"Sign Static Files","Signer Statiske Filer"
"Country Options",Landemuligheder
"Allow Countries","Tillad Lande"
"Default Country","Standard Land"
"European Union Countries","EU Lande"
"Top destinations","Top destinationer"
"Locale Options","Landestandard indstillinger"
Timezone,Tidszone
Locale,Lokal
"First Day of Week","Første dag i ugen"
"Weekend Days",Weekenddage
"Store Name",Butiksnavn
"Store Phone Number","Butikkens telefonnummer"
"Store Hours of Operation",Butiksåbningstider
Country,Land
Region/State,Region/stat
"ZIP/Postal Code",Postnummer
City,By
"Street Address",Gade/vejnavn
"Street Address Line 2","Adresselinje 2"
"VAT Number","CVR nummer"
"Single-Store Mode","Enkeltbutik tilstand"
"Enable Single-Store Mode","Aktivér enkeltbutik tilstand"
"This setting will not be taken into account if system has more than one store view.","Denne indstilling vil ikke tages i betragtning, hvis systemet har mere end én butiksvisning."
"Mail Sending Settings","Mail afsender indstillinger"
"Disable Email Communications","Deaktivér e-mail kommunikation"
Host,Vært
"Set Return-Path","Indstil retur-sti"
"Return-Path Email","Retur-sti e-mail"
"Enable Frontend Resize","Aktivere Frontend Resize"
"Admin User Emails","Adminbruger e-mails"
"Forgot Password Email Template","Glemt adgangskode e-mail-skabelon"
"Email template chosen based on theme fallback when ""Default"" option is selected.","E-mail skabelon valgt baseret på temaets fallback når ""Standard"" indstilling er markeret."
"Forgot and Reset Email Sender","Glem og nulstil e-mail afsender"
"Startup Page",Opstartsside
"Use Custom Admin URL","Brug brugerdefineret Admin URL"
"Custom Admin URL","Brugerdefineret Admin URL"
"Make sure that base URL ends with '/' (slash), e.g. http://yourdomain/magento/","Sørg for, at base URL slutter med ' /' (skråstreg), fx http://yourdomain/magento/"
"Use Custom Admin Path","Brug brugerdefineret Admin sti"
"Custom Admin Path","Brugerdefineret Admin sti"
"You will have to sign in after you save your custom admin path.","Du skal logge på, når du gemmer din brugerdefinerede adminsti."
Security,Sikkerhed
"Recovery Link Expiration Period (hours)","Udløbsperiode for genskabelseslink (timer)"
"Please enter a number 1 or greater in this field.","Indtast 1 eller større i dette felt."
"Add Secret Key to URLs","Tilføje hemmelige nøgle til URLer"
"Login is Case Sensitive","Login er Case følsom"
"Admin Session Lifetime (seconds)","Admin Session levetid (sekunder)"
"Please enter at least 60 and at most 31536000 (one year).","Angiv venligst mindst 60 og højst 31536000 (et år)."
"Enable Charts","Aktivér diagrammer"
"Url Options","URL indstillinger"
"Add Store Code to Urls","Tilføje butikskode til URL-adresser"
"Auto-redirect to Base URL","Auto-omdirigér til Base URL"
"Search Engine Optimization","Søgemaskine Optimering"
"Use Web Server Rewrites","Bruger Web Server Omskrivninger"
"Specify URL or {{base_url}} placeholder.","Specificer URL eller {{base_url}} placering."
"Base URL for Static View Files","Base URL til statisk visning af filer"
"May be empty or start with {{unsecure_base_url}} placeholder.","Kan være tom eller begynd med {{unsecure_base_url}} placering."
"Base URL for User Media Files","Base URL for Bruger Medie Filer"
"Base URLs (Secure)","Base URLs (Sikker)"
"Secure Base URL","Sikker Base URL"
"Specify URL or {{base_url}}, or {{unsecure_base_url}} placeholder.","Specificer URL eller {{base_url}}, eller {{unsecure_base_url}} placering."
"Secure Base Link URL","Sikker Base Link URL"
"Secure Base URL for Static View Files","Sikker Base URL for Statiske View Filer"
"May be empty or start with {{secure_base_url}}, or {{unsecure_base_url}} placeholder.","Må være tom eller begynd med {{secure_base_url}}, eller {{unsecure_base_url}} placering."
"Secure Base URL for User Media Files","Sikker Base URL for Bruger Medie Filer"
"Use Secure URLs on Storefront","Brug Sikkre URLs på Butiksforsiden"
"Use Secure URLs in Admin","Brug Sikre URLs i Administrator"
"Enable HTTP Strict Transport Security (HSTS)","Aktiver HTTP Strict Transport Security (HSTS)"
"Upgrade Insecure Requests","Opgrader usikre forespørgsler"
"Default Pages","Standard Sider"
"Default Web URL","Standard Web URL"
"Default No-route URL","Standard No-Route URL"
"Session Validation Settings","Session Validerings Indstillinger"
"Validate REMOTE_ADDR","Valider REMOTE_ADDR"
"Validate HTTP_VIA","Valider HTTP_VIA"
"Validate HTTP_X_FORWARDED_FOR","Valider HTTP_X_FORWARDED_FOR"
"Validate HTTP_USER_AGENT","Valider HTTP_USER_AGENT"
"Cache Type","Cache type"
Description,Beskrivelse
"<h1 class=""page-heading"">404 Error</h1><p>Page not found.</p>","<h1 class=""page-heading"">Fejl 404</h1><p>Side ikke fundet.</p>"
"Community Edition","Community udgave"
"Default Theme","Standard Theme"
"If no value is specified, the system default is used. The system default may be modified by third-party extensions.","Hvis ingen værdi er specificeret, vil systemets standard blive brugt. Systemets standard kan modificeres af 3. parts extenstions."
"Applied Theme","Tilføjet Theme"
"Design Rule","Design regel"
Pagination,Sidenummerering
"How many links to display at once.","Hvor mange links der kan vises på en gang."
"Pagination Frame","Sidenummererings ramme"
"If current frame position does not cover utmost pages, it renders the link to current position plus/minus this value.","Hvis nuværende rammeplacering ikke dækker de fleste sider, renderer den linket til nuværende position plus/minus denne værdi."
"Pagination Frame Skip","Spring sidenummererings ramme over"
"Alternative text for the previous pages link in the pagination menu. If empty, the default arrow image is used.","Alternativ tekst for den foregående side i nummereringsmenuen. Hvis tom, skal der anvendes standard billede af pil."
"Anchor Text for Previous","Anker Tekst for foregående"
"Alternative text for the next pages link in the pagination menu. If empty, default arrow image is used.","Alternativ tekst til de næste sidelinks i pagineringsmenuen. Hvis blank, bruges standard pil billede."
"Anchor Text for Next","Anker tekst for Næste"
"Theme Name",Temanavn
"System Backup","System backup"
"Database and Media Backup","Database og Medie Backup"
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","Arkivet kan udpakkes med <a href=""%1"">%2</a> på Windows systemer."
"You need more permissions to activate maintenance mode right now.","Du har brug for flere tilladelser for at aktivere vedligeholdelse lige nu."
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","For at lave backuppen, fravælg ""Sæt butikken i vedligeholdelsestilstand"" eller opdater dine tilladelser."
"Something went wrong while putting your store into maintenance mode.","Noget gik galt da din butik blev sat i vedligeholdelsestilstand."
"You need more free space to create a backup.","Du har brug for yderligere ledig plads for at lave backup."
"You need more permissions to create a backup.","Du har brug for flere tilladelser for at lave backup."
"We can't create the backup right now.","Vi kan ikke oprette sikkerhedskopien lige nu."
"We can't delete one or more backups.","Vi kan ikke slette en eller flere sikkerhedskopier."
failed,mislykkedes
successful,succes
"You deleted the selected backup(s).","Du slettede de valgte backup(s)."
